id,zone_type,geometry
470,Bytovaresidentalhigh,"POLYGON ((17.2522733669778 49.5839038724702,17.2522102862521 49.5838839990969,17.2521248739423 49.5838570903148,17.2519295769282 49.5837955618578,17.2518543619974 49.583998695694,17.2518106674884 49.5839958687198,17.251745994448 49.5841781681023,17.251416838807 49.5841664343336,17.2514147181766 49.5842523666368,17.251530255445 49.5844104628756,17.2518430356013 49.5844330905462,17.2522733669778 49.5839038724702))"
471,RDresidentalLow,"POLYGON ((17.2525590967941 49.5837908625167,17.252918918835 49.583914553135,17.2528883586058 49.5839460479631,17.2529786817325 49.5839805807467,17.252738965786 49.5842734871154,17.2531934020642 49.5844201403882,17.253944444661 49.5835084753221,17.2529668438779 49.5832649637373,17.2525590967941 49.5837908625167))"
472,Bytovaresidentalhigh,"POLYGON ((17.2531934020642 49.5844201403882,17.2531175981178 49.5843956773672,17.2529353274146 49.5843368565147,17.252738965786 49.5842734871154,17.2528185230262 49.5841762782999,17.2529084685467 49.5840663746487,17.2529786817325 49.5839805807467,17.2528883586058 49.5839460479631,17.252918918835 49.583914553135,17.2527505968651 49.5838566918803,17.2525590967941 49.5837908625167,17.2521302192769 49.5843106122875,17.2521888576998 49.5843359228931,17.2521550726582 49.5844365419893,17.2531214572922 49.5845134022713,17.2531934020642 49.5844201403882))"
473,RDresidentalLow,"POLYGON ((17.251588663456 49.5845165686792,17.251784908432 49.5847442137632,17.2520164922757 49.5850128463573,17.2520929572059 49.5850177934321,17.2521213446214 49.5850005032174,17.2521471228995 49.5849041483977,17.2522785702778 49.5849102604195,17.2523485864301 49.5845729049039,17.251588663456 49.5845165686792))"
474,Bytovaresidentalhigh,"POLYGON ((17.2524541811821 49.5845797359514,17.2523757958148 49.5849237233618,17.25332217328 49.5850112411521,17.2533903897809 49.5847096306726,17.253188417652 49.5846897922624,17.2531998532267 49.5846451059719,17.2526018125757 49.5845926787606,17.2524541811821 49.5845797359514))"
475,RDresidentalLow,"POLYGON ((17.2522114599267 49.5852166047423,17.2524896589199 49.5852441652251,17.2525302804058 49.5850364015516,17.2522509233574 49.5850164174935,17.2522114599267 49.5852166047423))"
476,Bytovaresidentalhigh,"POLYGON ((17.253254561767 49.5853064797567,17.2532920940651 49.5851092758714,17.2531142164973 49.5850941837885,17.2530745013759 49.5852936376946,17.253254561767 49.5853064797567))"
477,Bytovaresidentalhigh,"POLYGON ((17.2532920940651 49.5851092758714,17.253254561767 49.5853064797567,17.2537281171978 49.5853478683998,17.2539579942001 49.5852754724704,17.2540145485913 49.5851942566588,17.253881432946 49.585150980556,17.2532920940651 49.5851092758714))"
478,RDresidentalLow,"POLYGON ((17.254444293448 49.5846707524358,17.2551468484846 49.58382094669,17.2541163918566 49.5835573007838,17.2533202334524 49.5845501072091,17.2534400425021 49.5845938149673,17.2535114478234 49.5846462495575,17.2535771968364 49.5845433944534,17.2538554169982 49.5846377054972,17.2538694181157 49.5846217386393,17.2543515390121 49.5847842932515,17.254444293448 49.5846707524358))"
479,Bytovaresidentalhigh,"POLYGON ((17.2538689725672 49.584621588094,17.2538060416371 49.5846964142083,17.2541205307352 49.5848040190964,17.2540601547702 49.5848861829205,17.2539951464334 49.5848664389289,17.2539589519766 49.5849107180006,17.2535019779781 49.5848811606611,17.2534838751334 49.5850114846753,17.2539282870174 49.5850390333908,17.2539224720212 49.5850530020226,17.2541223780848 49.5850683221405,17.2543515390121 49.5847842932515,17.254226364447 49.5847420889307,17.2540761656617 49.5846914473178,17.2539473851208 49.5846480265564,17.2538689725672 49.584621588094))"
480,RDresidentalLow,"POLYGON ((17.2556466537338 49.5839494537696,17.2556484075005 49.5839780568301,17.2556166207697 49.5840656561693,17.2555815551035 49.5841506530711,17.2555497487745 49.5842143437131,17.2555030151796 49.5842794588498,17.2561618205986 49.5844559436406,17.2561993191157 49.5844511956975,17.2563703757103 49.5841502574819,17.2563867517333 49.5841393626074,17.2563803639295 49.5841210179024,17.2563636662097 49.5841171137489,17.2563619562066 49.5840971152344,17.2556611018908 49.5839191080687,17.2556466537338 49.5839494537696))"
481,Bytovaresidentalhigh,"POLYGON ((17.2555130179263 49.5842655218337,17.2555306533573 49.5842409495903,17.2555497487745 49.5842143437131,17.2555635993758 49.5841866085658,17.2555815551035 49.5841506530711,17.2555978416151 49.5841111758753,17.2556166207697 49.5840656561693,17.2556420498948 49.5839955768837,17.2556484075005 49.5839780568301,17.2556466537338 49.5839494537696,17.2553819804216 49.5838687823488,17.2551413737155 49.5841676132992,17.2555130179263 49.5842655218337))"
482,Bytovaresidentalhigh,"POLYGON ((17.2554491390615 49.5843576204029,17.255257768615 49.5843055556432,17.2550424506599 49.5842469739271,17.2549968007797 49.5842569315299,17.2548610521206 49.5844231599504,17.2549142696342 49.5844502696505,17.254640575677 49.5847682379962,17.2545036307568 49.584942277853,17.2543410336714 49.5851397612131,17.2542393220292 49.5852565485365,17.25434421334 49.5852920225217,17.2543455636509 49.5853408821119,17.2546586129606 49.5853281344444,17.2546556949349 49.5852318354443,17.2546910631261 49.5852025646673,17.2546932363649 49.5851883602154,17.254829270391 49.585049119278,17.2550169837863 49.5848460864007,17.2552780370182 49.5845674656583,17.2553531163291 49.5844805148326,17.2554491390615 49.5843576204029))"
483,Bytovaresidentalhigh,"POLYGON ((17.2546586129606 49.5853281344444,17.2556284999893 49.5852908711758,17.2556638790311 49.5852759454993,17.255794786531 49.5850692385654,17.2550169837863 49.5848460864007,17.254829270391 49.585049119278,17.2547502920965 49.5851299593224,17.2546932363649 49.5851883602154,17.2546910631261 49.5852025646673,17.2546556949349 49.5852318354443,17.2546572263939 49.5852823665214,17.2546578320604 49.5853023748822,17.2546586129606 49.5853281344444))"
484,RDresidentalLow,"POLYGON ((17.2559200942946 49.5848726889838,17.2559405087317 49.5848415927044,17.2559683709188 49.5847991523052,17.2560934219794 49.5846086742989,17.256138715686 49.5845396810254,17.2554491390615 49.5843576204029,17.2554103777803 49.5844072287243,17.2553787656279 49.5844476874555,17.2553200589369 49.5845187995487,17.2556518207237 49.584607176855,17.2555492804597 49.5847726839183,17.2559200942946 49.5848726889838))"
485,RDresidentalLow,"POLYGON ((17.2559200942946 49.5848726889838,17.255856047388 49.5848554164264,17.2557975865377 49.5848396496579,17.2556951954053 49.5848120355539,17.2555492804597 49.5847726839183,17.2555851652332 49.5847147646378,17.2556258196835 49.5846491445936,17.2556518207237 49.584607176855,17.2555483911326 49.5845796242515,17.2554238244422 49.584546441162,17.2553200589369 49.5845187995487,17.2552780370182 49.5845674656583,17.2552342806852 49.5846141675943,17.255189263513 49.5846622137765,17.255142227344 49.5847124160109,17.2550875701329 49.5847707514604,17.2550169837863 49.5848460864007,17.2550959815599 49.5848687515345,17.2551823394967 49.5848935283858,17.2553246140017 49.5849343467044,17.2554593533791 49.5849730034315,17.2556041607214 49.5850145483655,17.255794786531 49.5850692385654,17.2559200942946 49.5848726889838))"
486,RDresidentalLow,"POLYGON ((17.2555811187773 49.5835095861045,17.2560693138183 49.5835296789333,17.2562568465323 49.58353603572,17.2562690995766 49.5836761718486,17.2564544121232 49.5836852856541,17.2564690698315 49.5835421876839,17.2564899478239 49.5832221656349,17.2555913436823 49.5831927495677,17.2555412607552 49.5832124625218,17.2555432195409 49.5834688831447,17.2555811187773 49.5835095861045))"
487,RDresidentalLow,"POLYGON ((17.2562690995766 49.5836761718486,17.2562568465323 49.58353603572,17.2559165527972 49.58352339224,17.255895276735 49.5837058643057,17.2556141880877 49.5836972505928,17.2557819947385 49.5837348789726,17.2556984999446 49.5838576265818,17.2564052808424 49.5840257367808,17.2564417640938 49.5837679771444,17.2564544121232 49.5836852856541,17.2562690995766 49.5836761718486))"
488,Bytovaresidentalhigh,"POLYGON ((17.2557181692853 49.5838287101548,17.2557347275024 49.5838043666846,17.2557468038124 49.5837866136738,17.2557819947385 49.5837348789726,17.2557185016975 49.5837206415252,17.2556141880877 49.5836972505928,17.2557070150778 49.5837000950753,17.2557736300458 49.5837021363086,17.255895276735 49.5837058643057,17.2559016474158 49.5836512281747,17.2559091174859 49.583587161888,17.2559165527972 49.58352339224,17.2557964887509 49.5835184504584,17.2556956849938 49.5835143015642,17.2555811187773 49.5835095861045,17.2555063222785 49.5836716267958,17.255475807302 49.5837557226258,17.255491328323 49.5837696369947,17.2557181692853 49.5838287101548))"
489,RDresidentalLow,"POLYGON ((17.2543913558245 49.5832350754286,17.2543281135965 49.5833488966521,17.2545034616116 49.5833953838264,17.254755917999 49.5834623140703,17.2549413786375 49.5835114821441,17.2548696315052 49.5836344670474,17.2552696839441 49.5837358086747,17.2553845164754 49.5834659015158,17.2553728091356 49.5830424514562,17.2551613432659 49.5830402525767,17.2548740964606 49.5829757717158,17.254512869734 49.582914156843,17.2544849912348 49.5829577792692,17.2545400005691 49.5829675534804,17.2543913558245 49.5832350754286))"
490,RDresidentalLow,"POLYGON ((17.2553728091356 49.5830424514562,17.2553579500843 49.5828233954288,17.2547813742082 49.5827272930749,17.2546948695448 49.5827303059511,17.2546241145011 49.5827601575678,17.254512869734 49.582914156843,17.2547004905849 49.5829461596746,17.2548740964606 49.5829757717158,17.254914799342 49.5829849088272,17.2549963197856 49.5830032086587,17.2550657261279 49.5830187885513,17.2551613432659 49.5830402525767,17.2552727197733 49.583041410716,17.2553080858899 49.5830417782626,17.2553728091356 49.5830424514562))"
491,RDresidentalLow,"POLYGON ((17.253950813842 49.5832457519239,17.2540887604136 49.5832812333922,17.2543150112182 49.5828816560299,17.2537456772388 49.5827814753307,17.253662807412 49.5829625974807,17.2534466975176 49.5829330784105,17.2534210935756 49.5830162962929,17.2536373858664 49.5830446316094,17.2535659247389 49.5831511810841,17.253749275931 49.5831905354461,17.253950813842 49.5832457519239))"
492,RDresidentalLow,"POLYGON ((17.2534466975176 49.5829330784105,17.2534141086518 49.5829297748405,17.2534811281556 49.5827320872916,17.252970246627 49.5826464420519,17.2530237912534 49.5831495845516,17.253178204156 49.5831978254169,17.2533212806791 49.583235235538,17.2533604865753 49.5831225226651,17.2534008998861 49.5830727110282,17.2534223558046 49.5830406269544,17.2534210935756 49.5830162962929,17.2534369839514 49.5829646485947,17.2534466975176 49.5829330784105))"
493,RDresidentalLow,"POLYGON ((17.2534811281556 49.5827320872916,17.2534632511787 49.5827848181089,17.2534509894018 49.5828209889112,17.2534316396533 49.5828780610008,17.2534141086518 49.5829297748405,17.2534466975176 49.5829330784105,17.2535224229049 49.5829434220213,17.2535910278888 49.582952793308,17.253662807412 49.5829625974807,17.253691554541 49.5828997684782,17.2537199068928 49.5828378017601,17.2537456772388 49.5827814753307,17.2534811281556 49.5827320872916))"
494,RDresidentalLow,"POLYGON ((17.2547014905996 49.5820090818355,17.2547076659461 49.58210077541,17.2547211035717 49.5823002942456,17.2547311158366 49.5823009420123,17.2547152177653 49.5823387643926,17.2546773361123 49.5824301534713,17.2546960641207 49.582435796767,17.2546938892804 49.5826067685216,17.2547843287419 49.5826068796622,17.2552748334404 49.5827031531751,17.2553209053992 49.5826760088259,17.2553534580664 49.5826795482542,17.255362295296 49.5820016109577,17.255320569917 49.5820003472828,17.2553008978114 49.5819847299476,17.2547014905996 49.5820090818355))"
495,RDresidentalLow,"POLYGON ((17.2529488788212 49.5823786337978,17.2529618990405 49.5825748315724,17.2542780352114 49.582797674727,17.2544497304826 49.5827858278679,17.2546534270122 49.5826369050446,17.2545286218722 49.5826124434961,17.2545201280295 49.5823112638214,17.2542311445253 49.5823218249819,17.2542301143756 49.5823321938337,17.2536132255047 49.5823554098808,17.2532449273034 49.5823688818999,17.2531149521401 49.5823748192091,17.2529853048986 49.5823786251759,17.2529488788212 49.5823786337978))"
496,RDresidentalLow,"POLYGON ((17.2546534270122 49.5826369050446,17.2546938892804 49.5826067685216,17.2546960641207 49.582435796767,17.2546773361123 49.5824301534713,17.2547311158366 49.5823009420123,17.2547211035717 49.5823002942456,17.2545201280295 49.5823112638214,17.2545248172931 49.5824958797833,17.2545269474769 49.582579753873,17.2545278979478 49.5826171786047,17.2546034040836 49.5826290442718,17.2546534270122 49.5826369050446))"
497,RDresidentalLow,"POLYGON ((17.2542030959161 49.5820264948742,17.2529059939652 49.582071805144,17.2529481547048 49.582383368,17.2529845794449 49.582383360304,17.25305373882 49.5823813297177,17.2531454571816 49.5823781274639,17.2532710986995 49.5823726334621,17.2534047622826 49.5823677441096,17.253583563187 49.5823612025844,17.2537525491566 49.5823548735846,17.253872531264 49.5823503590779,17.2540174640728 49.582344904021,17.2541201276476 49.5823410406442,17.2542293904256 49.582336928941,17.2542311445253 49.5823218249819,17.2542030959161 49.5820264948742))"
498,RDresidentalLow,"POLYGON ((17.2542030959161 49.5820264948742,17.2542087355045 49.5820858733694,17.2542142705336 49.5821441537138,17.2542245332132 49.582252202106,17.2542311445253 49.5823218249819,17.2543146430141 49.5823187738743,17.254408848789 49.582315330535,17.2545201280295 49.5823112638214,17.2545769404033 49.5823084843057,17.2547211035717 49.5823002942456,17.2547186217523 49.5822634481036,17.254710019938 49.5821357196316,17.2547014905996 49.5820090818355,17.2542030959161 49.5820264948742))"
499,RDresidentalLow,"POLYGON ((17.2534050671873 49.5819323536454,17.2542467794994 49.5818992381481,17.2554367288058 49.5818524108092,17.2554725337064 49.5815606577759,17.2548210789902 49.5815070508364,17.2534536378937 49.5815620522213,17.2534218479947 49.581181053037,17.2528047615152 49.5812128569968,17.2528736299358 49.5817143617684,17.2533772095665 49.581691471259,17.2534050671873 49.5819323536454))"
500,RDresidentalLow,"POLYGON ((17.2528736299358 49.5817143617684,17.2528939508427 49.5819497002868,17.2534050671873 49.5819323536454,17.2533914314236 49.5818144449132,17.2533838307388 49.5817487247531,17.2533772095665 49.581691471259,17.2531638503276 49.5817011702087,17.2530551210829 49.5817061125289,17.2528736299358 49.5817143617684))"
501,Bytovaresidentalhigh,"POLYGON ((17.2534218479947 49.581181053037,17.2534336162107 49.5813220912964,17.2547077961804 49.5814115876716,17.2562610085318 49.5814737801175,17.2562976204987 49.5812824933678,17.2542485001002 49.5811690992923,17.2534218479947 49.581181053037))"
502,Bytovaresidentalhigh,"POLYGON ((17.2565657318118 49.5814812510906,17.2562610085318 49.5814737801175,17.2562301755332 49.5816316912269,17.25554202688 49.5815871916811,17.2555145165149 49.582223755257,17.2562081255929 49.5822566536686,17.2562402324692 49.5819025011028,17.2565908985059 49.5819658188599,17.2565951216774 49.581793955159,17.2565448317751 49.5817381059807,17.2565657318118 49.5814812510906))"
503,RDresidentalLow,"POLYGON ((17.2565908985059 49.5819658188599,17.2562402324692 49.5819025011028,17.2562337700254 49.5819737903061,17.2562288048518 49.5820285609848,17.2562206291729 49.5821187361206,17.2562081255929 49.5822566536686,17.2560440789666 49.5822488735643,17.2558683004062 49.5822405366671,17.2555145165149 49.582223755257,17.2555001824066 49.5824136142289,17.2560295804231 49.5824335038555,17.2560153289647 49.5827019531792,17.2555033155588 49.5826815868931,17.255521149827 49.5831178651792,17.2559325754455 49.5831205623103,17.2564976521998 49.5831284112573,17.2565908985059 49.5819658188599))"
504,RDresidentalLow,"POLYGON ((17.2555033155588 49.5826815868931,17.2555651280183 49.5826840457222,17.2556236318242 49.5826863729214,17.2557345793204 49.5826907855641,17.2558780867772 49.5826964945835,17.2560153289647 49.5827019531792,17.2560187652941 49.5826372188857,17.2560218963547 49.5825782541602,17.2560256377956 49.5825077772868,17.2560295804231 49.5824335038555,17.2559657067112 49.5824311043636,17.2558599878523 49.582427132435,17.2557571878478 49.5824232699173,17.2556403951594 49.5824188822109,17.2555001824066 49.5824136142289,17.2555033155588 49.5826815868931))"
