Id, Road Name, Road Type, One Way, Lanes, Bridge, Geometry
105757853,,residential,,,,"LINESTRING (20.141555786132812 49.090560913085938, 20.141916275024414 49.090557098388672, 20.142795562744141 49.090621948242188, 20.142917633056641 49.090652465820312, 20.142995834350586 49.090732574462891, 20.143003463745117 49.0908088684082, 20.142858505249023 49.091724395751953, 20.142841339111328 49.092414855957031, 20.142889022827148 49.092567443847656, 20.142990112304688 49.092643737792969)"
105757854,,residential,,,,"LINESTRING (20.139543533325195 49.092437744140625, 20.138862609863281 49.093814849853516, 20.138469696044922 49.094718933105469, 20.138278961181641 49.095012664794922, 20.1381893157959 49.095119476318359, 20.138128280639648 49.095355987548828, 20.138158798217773 49.0959587097168, 20.138103485107422 49.096122741699219, 20.137765884399414 49.097103118896484, 20.137765884399414 49.09722900390625, 20.137777328491211 49.097602844238281, 20.137796401977539 49.098243713378906, 20.1378116607666 49.098548889160156, 20.137882232666016 49.098880767822266, 20.137912750244141 49.099067687988281, 20.137977600097656 49.0995979309082, 20.138004302978516 49.099933624267578, 20.138063430786133 49.100284576416016, 20.138095855712891 49.1004524230957, 20.138193130493164 49.100673675537109, 20.138370513916016 49.100906372070312, 20.138498306274414 49.101047515869141, 20.138633728027344 49.101268768310547)"
105801742,SNP,residential,,,,"LINESTRING (20.236221313476562 48.984806060791016, 20.236593246459961 48.98529052734375, 20.237081527709961 48.985725402832031, 20.238157272338867 48.986495971679688, 20.238739013671875 48.986751556396484, 20.239116668701172 48.987041473388672, 20.239477157592773 48.987457275390625, 20.240020751953125 48.988384246826172, 20.240493774414062 48.989250183105469, 20.240560531616211 48.989467620849609, 20.240688323974609 48.9898796081543, 20.240760803222656 48.990009307861328, 20.240945816040039 48.9903450012207, 20.24110221862793 48.991024017333984, 20.241479873657227 48.991653442382812, 20.241603851318359 48.992088317871094, 20.241697311401367 48.992462158203125)"
105801743,Cintorínska,residential,,,,"LINESTRING (20.242944717407227 48.9965705871582, 20.2430477142334 48.996372222900391, 20.243091583251953 48.995925903320312, 20.243053436279297 48.995403289794922, 20.243040084838867 48.994365692138672, 20.24299430847168 48.9937858581543, 20.242870330810547 48.993049621582031, 20.243064880371094 48.992755889892578, 20.243274688720703 48.992591857910156, 20.243337631225586 48.992366790771484)"
105801744,Jána Lačeka,residential,,,,"LINESTRING (20.241714477539062 48.992702484130859, 20.2412109375 48.992694854736328, 20.239919662475586 48.992538452148438, 20.239643096923828 48.992534637451172)"
105801745,,residential,,,,"LINESTRING (20.242300033569336 48.989238739013672, 20.242141723632812 48.989303588867188, 20.242046356201172 48.989341735839844, 20.241758346557617 48.989479064941406, 20.241395950317383 48.989547729492188, 20.241138458251953 48.989616394042969, 20.241056442260742 48.989620208740234)"
105801746,,residential,,,,"LINESTRING (20.241056442260742 48.989620208740234, 20.240934371948242 48.989826202392578, 20.240760803222656 48.990009307861328)"
105801748,,residential,,,,"LINESTRING (20.241056442260742 48.989620208740234, 20.240974426269531 48.989543914794922, 20.240724563598633 48.989482879638672, 20.240560531616211 48.989467620849609)"
105801750,Hornádska,residential,,,,"LINESTRING (20.243703842163086 48.998123168945312, 20.245786666870117 48.997894287109375, 20.247245788574219 48.997787475585938, 20.247945785522461 48.997745513916016)"
105801751,Kukučínova,residential,,,,"LINESTRING (20.24662971496582 48.991870880126953, 20.246885299682617 48.993267059326172, 20.246603012084961 48.993309020996094, 20.246898651123047 48.995323181152344, 20.247245788574219 48.997787475585938)"
105801752,,residential,,,,"LINESTRING (20.241758346557617 48.989479064941406, 20.241788864135742 48.989673614501953, 20.241737365722656 48.990032196044922, 20.241662979125977 48.990219116210938, 20.241542816162109 48.990371704101562, 20.241323471069336 48.990776062011719, 20.2413272857666 48.991024017333984, 20.241392135620117 48.991226196289062, 20.241607666015625 48.991550445556641, 20.241771697998047 48.991802215576172, 20.241899490356445 48.992099761962891, 20.242029190063477 48.992267608642578, 20.242057800292969 48.992378234863281)"
105801753,SNP,tertiary,,,,"LINESTRING (20.241697311401367 48.992462158203125, 20.241714477539062 48.992702484130859, 20.241769790649414 48.993503570556641, 20.241594314575195 48.994529724121094, 20.241498947143555 48.995460510253906, 20.241359710693359 48.996150970458984, 20.241384506225586 48.9963493347168, 20.241489410400391 48.996444702148438)"
105801754,,tertiary,,,yes,"LINESTRING (20.242572784423828 49.004386901855469, 20.242612838745117 49.004199981689453)"
105801755,Školská,residential,,2,,"LINESTRING (20.24505615234375 48.9920654296875, 20.244743347167969 48.990974426269531, 20.244531631469727 48.990230560302734, 20.244152069091797 48.988834381103516, 20.244028091430664 48.988021850585938, 20.243925094604492 48.987918853759766, 20.24311637878418 48.985908508300781)"
105801756,,tertiary,,,yes,"LINESTRING (20.229196548461914 48.995441436767578, 20.229059219360352 48.995456695556641, 20.228908538818359 48.995464324951172)"
105801758,Hviezdoslavova,residential,,,,"LINESTRING (20.245786666870117 48.997894287109375, 20.245330810546875 48.994892120361328, 20.244932174682617 48.992092132568359)"
105801761,,residential,,,,"LINESTRING (20.244152069091797 48.988834381103516, 20.243497848510742 48.988945007324219, 20.242765426635742 48.989028930664062, 20.242282867431641 48.989131927490234)"
105801762,,residential,,,,"LINESTRING (20.244152069091797 48.988834381103516, 20.244329452514648 48.988685607910156, 20.245035171508789 48.987968444824219, 20.245307922363281 48.987754821777344, 20.246063232421875 48.9871711730957)"
105801763,,tertiary,,,,"LINESTRING (20.242612838745117 49.004199981689453, 20.24272346496582 49.003463745117188)"
105801764,,tertiary,,,,"LINESTRING (20.228908538818359 48.995464324951172, 20.227712631225586 48.995513916015625, 20.226543426513672 48.995460510253906, 20.225593566894531 48.995449066162109, 20.225000381469727 48.995361328125, 20.224206924438477 48.995159149169922, 20.223672866821289 48.995094299316406, 20.223060607910156 48.995021820068359, 20.222494125366211 48.9951057434082, 20.221042633056641 48.995292663574219, 20.219457626342773 48.995429992675781, 20.217880249023438 48.995517730712891, 20.216514587402344 48.99554443359375, 20.215436935424805 48.995662689208984, 20.213924407958984 48.995899200439453, 20.213016510009766 48.996067047119141, 20.211942672729492 48.996494293212891, 20.210544586181641 48.997173309326172, 20.20875358581543 48.997711181640625, 20.207588195800781 48.9979248046875, 20.205692291259766 48.998409271240234)"
105801765,Partizánska,residential,,,,"LINESTRING (20.24152946472168 48.986347198486328, 20.242155075073242 48.987934112548828, 20.24226188659668 48.988437652587891, 20.24226188659668 48.988525390625, 20.242231369018555 48.988716125488281, 20.242244720458984 48.989059448242188, 20.242282867431641 48.989131927490234, 20.242300033569336 48.989238739013672, 20.242490768432617 48.989521026611328, 20.242671966552734 48.989707946777344, 20.242731094360352 48.989913940429688, 20.242868423461914 48.990425109863281, 20.242898941040039 48.990623474121094, 20.242946624755859 48.991298675537109, 20.24298095703125 48.991706848144531, 20.242990493774414 48.992107391357422, 20.242919921875 48.992351531982422)"
105801766,Krátka,residential,,,,"LINESTRING (20.241405487060547 48.9979248046875, 20.240053176879883 48.998004913330078, 20.239173889160156 48.998054504394531)"
105801767,Kamenec,residential,,,,"LINESTRING (20.241477966308594 48.998489379882812, 20.241405487060547 48.9979248046875, 20.241374969482422 48.9976806640625)"
105801768,Cintorínska,residential,,,,"LINESTRING (20.241489410400391 48.996444702148438, 20.241739273071289 48.996433258056641, 20.241910934448242 48.996429443359375, 20.242944717407227 48.9965705871582)"
105801777,Družstevná,residential,,,,"LINESTRING (20.23851203918457 48.996334075927734, 20.238548278808594 48.997207641601562, 20.23829460144043 48.997909545898438, 20.238372802734375 48.998455047607422, 20.238880157470703 48.998939514160156, 20.239349365234375 48.999168395996094, 20.24006462097168 48.999267578125, 20.240621566772461 48.999225616455078, 20.242477416992188 48.99908447265625)"
105805575,,residential,,,,"LINESTRING (20.199344635009766 48.999229431152344, 20.200855255126953 48.999614715576172)"
105805576,,residential,,,,"LINESTRING (20.201528549194336 48.997413635253906, 20.201494216918945 48.997871398925781, 20.201391220092773 48.998176574707031, 20.201215744018555 48.9984130859375, 20.200822830200195 48.998794555664062, 20.200698852539062 48.998958587646484)"
105805577,,residential,,,,"LINESTRING (20.203010559082031 48.998447418212891, 20.203178405761719 48.998615264892578, 20.203224182128906 48.998737335205078, 20.203144073486328 48.998954772949219, 20.20307731628418 48.999137878417969, 20.202991485595703 48.999420166015625, 20.202861785888672 48.999858856201172)"
105805578,Vodárenská,residential,,,,"LINESTRING (20.201860427856445 48.995330810546875, 20.201644897460938 48.995147705078125, 20.201515197753906 48.994873046875, 20.201358795166016 48.994609832763672, 20.201080322265625 48.994358062744141, 20.200836181640625 48.99420166015625, 20.200471878051758 48.994049072265625, 20.200172424316406 48.994045257568359)"
105805579,Školská,residential,,,,"LINESTRING (20.201215744018555 48.9984130859375, 20.201284408569336 48.99859619140625, 20.201204299926758 48.999164581298828, 20.200855255126953 48.999614715576172, 20.200494766235352 49.000106811523438, 20.200153350830078 49.000633239746094, 20.199934005737305 49.00079345703125, 20.199821472167969 49.001060485839844)"
105805580,,residential,,,,"LINESTRING (20.202064514160156 48.9975700378418, 20.202190399169922 48.996673583984375, 20.202199935913086 48.996303558349609, 20.202157974243164 48.996170043945312, 20.202224731445312 48.9956169128418, 20.202220916748047 48.995197296142578, 20.202058792114258 48.994968414306641)"
105805581,Gapova,residential,,,,"LINESTRING (20.202136993408203 48.998287200927734, 20.201923370361328 48.998264312744141, 20.201765060424805 48.998249053955078, 20.201391220092773 48.998176574707031)"
105805582,,residential,,,,"LINESTRING (20.202194213867188 48.998153686523438, 20.202136993408203 48.998287200927734, 20.202005386352539 48.998680114746094, 20.201999664306641 48.998878479003906, 20.201999664306641 48.999103546142578, 20.201755523681641 48.999393463134766, 20.201303482055664 48.999778747558594, 20.20115852355957 48.999912261962891)"
105805583,,residential,,,,"LINESTRING (20.202800750732422 48.998382568359375, 20.2031192779541 48.998256683349609, 20.203338623046875 48.998096466064453, 20.2033634185791 48.998031616210938, 20.203489303588867 48.997673034667969, 20.203554153442383 48.997123718261719, 20.203609466552734 48.996013641357422, 20.203699111938477 48.9947509765625, 20.203786849975586 48.994541168212891, 20.202363967895508 48.994380950927734, 20.202219009399414 48.994365692138672)"
105805584,Západná,residential,,,,"LINESTRING (20.200122833251953 48.997112274169922, 20.200048446655273 48.997428894042969, 20.199775695800781 48.998008728027344, 20.199344635009766 48.999229431152344, 20.198837280273438 49.000289916992188, 20.198633193969727 49.000900268554688)"
105805585,Vodárenská,residential,,,,"LINESTRING (20.201152801513672 48.9973030090332, 20.201486587524414 48.9970817565918, 20.201705932617188 48.996761322021484, 20.201839447021484 48.996494293212891, 20.201938629150391 48.996150970458984, 20.201980590820312 48.995811462402344, 20.201913833618164 48.995506286621094, 20.201860427856445 48.995330810546875, 20.201925277709961 48.995151519775391, 20.202018737792969 48.995021820068359, 20.202058792114258 48.994968414306641, 20.202081680297852 48.9948844909668, 20.202219009399414 48.994365692138672)"
110117326,,track,,,,"LINESTRING (20.286043167114258 49.018489837646484, 20.286230087280273 49.018638610839844, 20.286411285400391 49.018756866455078, 20.286535263061523 49.0188102722168, 20.286582946777344 49.018867492675781, 20.286592483520508 49.018951416015625, 20.286771774291992 49.019069671630859, 20.286943435668945 49.019161224365234, 20.287191390991211 49.019264221191406, 20.287378311157227 49.019504547119141, 20.287647247314453 49.019752502441406, 20.288515090942383 49.020462036132812, 20.288961410522461 49.020828247070312, 20.289724349975586 49.021286010742188, 20.289915084838867 49.021400451660156, 20.290180206298828 49.021442413330078, 20.290782928466797 49.0214958190918, 20.291393280029297 49.021694183349609, 20.2916259765625 49.022022247314453, 20.291820526123047 49.022678375244141, 20.29210090637207 49.023097991943359, 20.292312622070312 49.023612976074219, 20.292453765869141 49.0238151550293, 20.292499542236328 49.024364471435547, 20.292863845825195 49.024829864501953, 20.293098449707031 49.024967193603516, 20.293632507324219 49.02490234375, 20.294216156005859 49.024700164794922, 20.294998168945312 49.024559020996094, 20.295873641967773 49.024314880371094, 20.296272277832031 49.024085998535156, 20.297117233276367 49.023868560791016, 20.298013687133789 49.023609161376953, 20.298547744750977 49.023391723632812, 20.298707962036133 49.023323059082031, 20.299627304077148 49.023387908935547, 20.300037384033203 49.023471832275391, 20.300395965576172 49.023521423339844, 20.300674438476562 49.023563385009766, 20.3016300201416 49.023666381835938, 20.302467346191406 49.023715972900391, 20.303363800048828 49.023967742919922, 20.303743362426758 49.023990631103516, 20.304111480712891 49.023899078369141, 20.304670333862305 49.023948669433594, 20.305747985839844 49.024021148681641, 20.306545257568359 49.024070739746094, 20.307279586791992 49.024082183837891, 20.307546615600586 49.024101257324219, 20.307798385620117 49.024120330810547, 20.308561325073242 49.024005889892578, 20.309003829956055 49.023979187011719, 20.309364318847656 49.023887634277344, 20.309789657592773 49.023704528808594, 20.310293197631836 49.023517608642578, 20.310667037963867 49.023353576660156, 20.31102180480957 49.023262023925781, 20.311506271362305 49.023227691650391, 20.312725067138672 49.023166656494141, 20.313133239746094 49.0232048034668, 20.313512802124023 49.023208618164062, 20.313894271850586 49.023223876953125, 20.314489364624023 49.02325439453125, 20.314659118652344 49.023300170898438, 20.314781188964844 49.023387908935547, 20.314851760864258 49.023490905761719)"
